"""","7111 家計外消費支出（列）","7211 家計消費支出","7212 対家計民間非営利団体消費支出","7311 一般政府消費支出","7321 一般政府消費支出（社会資本等減耗分）","7411 県内総固定資本形成（公的）","7511 県内総固定資本形成（民間）","7611 在庫純増","7711 調整項","8100 移輸出"," 平均"
"2913 運搬機械","0.000000081588617946539","0.00000008772557324002","0.000000144491796117494","0.000000100895627372833","0.000000164016400211551","0.000005197140651114104","0.000030338921166835827","0.000000594541748461313","0.00007119458169479206","0.0001305615388579932","0.00005827995479118091"
"2914 冷凍機・温湿調整装置","0.000006037611549798454","0.000006418523436615222","0.000010759646343760861","0.000006649034331339333","0.00001022668491843309","0.0002866575628653501","0.002200831993995301","0.001822247724961901","0.009662269072869833","0.02497629334392802","0.010876239909986686"
"2919 その他のはん用機械","0.00001249618971474876","0.00001938205641066001","0.000020248645233117664","0.000011136971100145179","0.00003113387480726183","0.00012240443168783427","0.0017586365699196107","0.0011689435103942527","0.023675763365201156","0.004408179764051562","0.002067753843160272"
"3011 農業用機械","0.000000820515165900638","0.000000870243989145235","0.000001464473359555859","0.000000886244378778754","0.000001352731587822014","0.000001959790135330858","0.00017115416448065468","0.00007897736018618123","0.0014941051229872776","0.000546541393827896","0.0002492297253671638"
"3012 建設・鉱山機械","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0020961110051068046","0.0006209590842658133","0.00026849843670733733"
"3013 繊維機械","0.000000788261895844731","0.000001925243848537616","0.000001406907019872679","0.000000851407387980533","0.000001299557656335581","0.000001590560752962162","0.000021958293028892897","-0.00046245350956085736","0.009757306432313713","0.004872330767148041","0.0020946036868310044"
"3014 生活関連産業用機械","0.000004330126655597989","0.000004592561906074549","0.000007728504473973223","0.000004677001190723241","0.000007138806629939638","0.000009907693501384855","0.00034134022524972554","0.0004198065629327522","0.008666307683945702","0.002302179149618146","0.0010277172515615553"
"3015 基礎素材産業用機械","0.000002843916509568874","0.000003059218559163403","0.000005035204276866458","0.000003531761389849069","0.000005751426850444976","0.00033560754651553224","0.0027854748552615283","0.00023926448070581724","0.0027838363173562424","0.0002009848132388069","0.00030261353219485776"
"3016 金属加工機械","0.000013635986636502947","0.000015908678174348683","0.00002347449484593766","0.000014707743339587795","0.00002363832334765989","0.00005186468260507433","0.0012575954891987755","-0.0004425912723806722","0.003970258152261863","0.0012905292561309482","0.0006513456194006235"
"3017 半導体製造装置","0.000000000297528797498","0.000000000315561074775","0.000000000531035885435","0.000000000321363011028","0.000000000490516957381","0.000000053349306316201","0.00001573982613573432","0.000000275368717400895","0.0007734891247628469","0.00012920913633257249","0.00005749025350674752"
"3019 その他の生産用機械","0.000001664708800477894","0.000001766905148794112","0.000002970491458678806","0.000001801768137949262","0.000002755058590516433","0.000012624791320147167","0.00023643628049364393","0.000026670845099549013","0.0022591375331792746","0.0006592250803592176","0.00030340323347929134"
"3111 事務用機械","0.00007658620593407164","0.000057066587351151445","0.00008261390659149719","0.00005507653252265299","0.00007600067411083039","0.00012195228743398445","0.0005690905352195942","0.0002778269543730311","0.0008263371759815079","0.00018949621144339577","0.00015604497380402902"
"3112 サービス用機器","0.000000134005707077986","0.000000043953786309289","0.00000001505505165618","0.000000009068072923805","0.000000013659419902734","0.000000111708043186448","0.000004218608600823133","0.000000031206401912799","0.000000016594314838658","0.000002944938468434677","0.000001579402568866705"
"3113 計測機器","0.000001265554034832492","0.000002744642104674128","0.000000450680727912099","0.000002163822848752475","0.00000099890207310585","0.000012569031361828617","0.000053431410018856545","0.000015803674958883883","0.002150563379118402","0.0004874638478964611","0.00021700991296228297"
"3114 医療用機械器具","0.000001758843516660824","0.000001721001411102513","0.000004682947495488805","0.00002168854946129311","0.000000630583111644852","0.000006248155376006766","0.000028888511644826003","0.000003997458729022326","0.000147057534975602","0.00007826966086728237","0.00003885330319412054"
"3115 光学機械・レンズ","0.000003452985429982915","0.00008976613862321239","0.000006081912268174249","0.00001182109540799751","0.000032617235823867076","0.00003320067068462272","0.00028620482565709074","-0.0008922154868217921","0.000009330085958622899","0.0007427584413072215","0.0003601037857016051"
"3116 武器","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"3211 電子デバイス","0.000000449738963967291","0.00000068541127944921","0.000000509813087969505","0.000000352851658214293","0.000000498922874388799","0.000001088147972629309","0.000002138774774957925","0.000004345174907762767","0.00013399895466065232","0.00001610041297808998","0.000007581132330560093"
"3299 その他の電子部品","0.00002521491422703468","0.000044079299560790245","0.00004026761964441932","0.00004739587574184602","0.00008620393299554631","0.000045899030546276136","0.00004445319737718165","-0.000047188431957169994","0.0029547030227148915","0.0011343758741368362","0.000514253476422994"
"3311 産業用電気機器","0.000003326791539917195","0.000007591808923090566","0.000005416857971215361","0.000004415279061208114","0.000007737305467663094","0.00011293585117287201","0.0007977920438273354","0.00002392259266265747","0.001618202992665153","0.0004981450064876089","0.00027892249366185773"
"3321 民生用電気機器","0.000000329311195710596","0.00000113082418205054","0.000000009555221344656","0.000000019162971089175","0.000000052825399289199","0.000000071548487797421","0.000000593075969019938","-0.000000149679769590668","0.00003125974287137222","0.00033262460667889094","0.0001426200519686622"
"3331 電子応用装置","0.000000148217740395034","0.000000272090377062026","0.000000253480825034145","0.000001316451419722394","0.000002143176273025353","0.000010999474318711912","0.000018263968830728348","0.000001787783355164708","0.00006336153182844836","0.000021502111343914386","0.000011213758238953503"
"3332 電気計測器","0.000000000530258385786","0.000000000738888224998","0.000000001016482748549","0.000000009007196786292","0.000000020337656921399","0.000000404407833656599","0.000001533881931451418","-0.000000438303634608714","0.0012287314282988923","0.00010818299290548619","0.00004817177835043405"
"3399 その他の電気機械","0.0000936647532509874","0.0003711354872443656","0.000032667873109219056","0.000045928380256796596","0.00006161312009446365","0.000624517834991863","0.001167735390822363","0.00404609537214081","0.01209265126847726","0.003065329307847263","0.0015959862958397893"
"3411 民生用電子機器","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.000002956238068807919","0.000001263522055093352"
"3412 通信機械","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00016961415919785437","0.00007249457791098107"
"3421 電子計算機・同附属装置","0.000000002641851894541","0.000000647641248130432","0.000000004575053728765","0.000000002740535098044","0.000000004171084111714","0.000000826965728284107","0.000002872122771031957","-0.00000116492954854768","0.0001925494547343248","0.000020515223091116187","0.00000947641541320014"
"3511 乗用車","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"3521 トラック・バス・その他の自動車","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"3522 二輪自動車","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"3531 自動車部品・同附属品","0.000000106795439040703","0.000000494453551702705","0.000000118748870533454","0.000000170607343940484","0.000000372997122120699","0.000000281488033214823","0.000000131154572467014","-0.000000576715869196859","0.0005253201765825686","0.00029446204272659396","0.00012682602627999513"
"3541 船舶・同修理","0.00001680327035277731","0.00003356511428473451","0.000015076470119342673","0.0001868076656325421","0.0004173691530867991","0.0006266215707371358","0.002147527539481434","-0.0003753259475996948","0.00506890617067929","0.0010227399828902494","0.000650555918116189"
"3591 鉄道車両・同修理","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00019104688519671177","0.00008165511281040788"
"3592 航空機・同修理","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"3599 その他の輸送機械","0.000000058466164153483","0.000000724002189843901","0.000000101640714967191","0.000000226596916918508","0.000000699121602739844","0.000003507507932612732","0.000023902505317260887","0.000000553924671313077","0.000029632510657910516","0.000016830552239870003","0.000009318475156313468"
"3911 がん具・運動用品","0.00020774467631915904","0.0001415292658176044","0.00009502695662446154","0.00004889893538362579","0.00003454173763653346","0.00001552635367388032","0.00021412456767022452","0.00034771293361302957","0.00035350036234640866","0.00015826008921053918","0.0001413565299135687"
"3919 その他の製造工業製品","0.00043573998416396515","0.00016734661808223475","0.0001305856917326204","0.000060540560467288065","0.00007426258289212977","0.00017257849545601197","0.00030473187506451226","-0.00023509924314927942","0.0020486363315969157","0.0020987104650997315","0.0009923386340189421"
"3921 再生資源回収・加工処理","0.0000766039904674889","0.00015035957508352082","0.00005748588020410339","0.00004707673488531921","0.000043272811099005575","0.00040298494428584575","0.00015110026420566628","0.0018863335302562695","0.0012543644245841667","0.0017745449268551233","0.0008574576546377266"
"4111 住宅建築","0.0","0.0","0.0","0.0","0.0","0.012292381066117079","0.08552780537994367","0.0","0.0","0.0","0.006471917906445037"
"4112 非住宅建築","0.0","0.0","0.0","0.0","0.0","0.0731467916033235","0.0531492131748458","0.0","0.0","0.0","0.006125396982835684"
"4121 建設補修","0.0013835048603742363","0.00461922636764876","0.002481810009279799","0.003088226745998065","0.0060710015591827725","0.0011136609097356905","0.0006884873798429528","0.0010389648387433023","0.0020221075010022666","0.0022698859559733752","0.0029827017513047445"
"4131 公共事業","0.0","0.0","0.0","0.0","0.0","0.3108264966849633","0.0","0.0","0.0","0.0","0.009981192474209935"
"4191 その他の土木建設","0.0","0.0","0.0","0.0","0.0","0.0","0.05739898552077637","0.0","0.0","0.0","0.004078491253584454"
"4611 電力","0.002278547661973124","0.005515486306694859","0.002562781066790807","0.0020889845917071988","0.0021325005393475686","0.001285942149469821","0.0009065916678062638","0.0015419424452501177","0.0037308591812481263","0.006661685887445442","0.005018709602830799"
"4621 都市ガス","0.0017353446304222322","0.001434934720479282","0.0011137511435807754","0.0010447955091484316","0.000982432224443384","0.0003380314298055653","0.0002506788839761213","0.0003048211081940415","0.0008328236193599544","0.0008657978990971345","0.0010138185089555278"
"4622 熱供給業","0.000017698142995513555","0.00001913151723488428","0.000021400928550888044","0.000024994155439265878","0.00004483475632257176","0.000004779158727995946","0.000004071958446232739","0.000003256275297209175","0.000020588152387667867","0.000016972870655284264","0.000017531368514420265"
"4711 水道","0.0029261431780997905","0.007950077143746211","0.003377319617492664","-0.0025357013873280867","0.007694261250667292","0.0007778373934052811","0.00048471461588335914","0.0003223527109314715","0.0012004829996628415","0.0011088284291848273","0.002967855367157396"
"4811 廃棄物処理","0.0036318729509861765","0.0018965267029605758","0.0015035759982603377","0.011681271161108678","0.023274348960846805","0.0017649984008621716","0.0005488678325223994","0.00019421598279062847","0.0006699184935796839","0.0011685098086693024","0.002844188146015136"
"5111 卸売","0.02360558999447603","0.022173263593504272","0.009528289089925266","0.009631095281198914","0.0043192165395114735","0.02168444806340006","0.030469024113462858","0.012007264875609411","0.019921152062824913","0.023622694061804582","0.021588064012554347"
"5112 小売","0.05419302171335072","0.07007416838803192","0.008307048176429273","0.003868911934314611","0.0041237197804918566","0.006143166832643972","0.01244312335828506","0.000613530444813688","0.0017758330115752016","0.011547320844958619","0.02943042952800502"
"5311 金融","0.0032899799845229334","0.02540602658762645","0.01572604068713365","0.008445353781453233","0.01840039791054242","0.009914557515419314","0.004336414607620095","0.0015064222192543277","0.004427593207868658","0.004722854197672019","0.012025255278837212"
"5312 保険","0.0010235513362345115","0.02626941147982068","0.0010451078894021814","0.0009890506225288353","0.0006943935569400403","0.0020159880979499557","0.0010515125292089595","0.0004937657683172038","0.00160822348230502","0.0025578404187454533","0.009664838139665935"
"5511 不動産仲介及び賃貸","0.006468214136127191","0.009075527663928586","0.0076871438433034","0.008729773590767596","0.0022113870914975066","0.004041488802935159","0.003962128781139532","0.0016662702601269814","0.003258682414038821","0.004343130061331207","0.006254907993482753"
"5521 住宅賃貸料","0.0","0.03726756203278709","0.0","0.0002465723480183642","0.0","0.0","0.0","0.0","0.0","0.0","0.01178313286502994"
"5531 住宅賃貸料（帰属家賃）","0.0","0.12660571947660712","0.0","0.000711413307952247","0.0","0.0","0.0","0.0","0.0","0.0","0.04001653318609089"
"5711 鉄道旅客輸送","0.0007786200350901261","0.002473301827436949","0.0010557713273774622","0.0010678536750758768","0.0016427024527509934","0.0005926820354345585","0.0003255691037119757","0.00013086279236745302","0.000537240605509235","0.001658188491740561","0.0016901186889442458"
"5712 鉄道貨物輸送","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.00010938080854589301","0.00004675031603845403"
"5721 道路旅客輸送","0.002586053777348274","0.0038645382588194245","0.0010234893802196876","0.0007846186895361937","0.0017829231126859704","0.0005407039427148278","0.00027556505154756637","0.00008721233476679968","0.0003718943830807096","0.0006740205588442737","0.001700068925128105"
"5722 道路貨物輸送（自家輸送を除く。）","0.011600586326667708","0.007223010244042256","0.003034255440168387","0.0026633719603943507","0.002047830317705257","0.009124612069510818","0.007418873661066801","0.005513062962803511","0.006780391923526583","0.012119785953853112","0.00884260116231394"
"5731 自家輸送（旅客自動車）","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"5732 自家輸送（貨物自動車）","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"5741 外洋輸送","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0011270657637330191","0.0004817177835043405"
"5742 沿海・内水面輸送","0.00010055983698395415","0.0002833019493440086","0.00008503160834498449","0.00006966220766379402","0.00008182997835967727","0.00029914367147402876","0.00013542761789632574","0.0007776972682898668","0.0004414490761374358","0.0015909620120022428","0.0008077064737184251"
"5743 港湾運送","0.00021629947430503588","0.0003338000976507784","0.00018724255049569377","0.00014867103544669938","0.00012326242846325886","0.0010770582945377183","0.0005335451070239647","0.0024214162091118017","0.0013620889457506243","0.004468118870726851","0.0021358260938784245"
"5751 航空輸送","0.000006909768775131859","0.000019234051947282666","0.000010041467718032718","0.000006306677352052735","0.000006130038623997587","0.000002655874101135807","0.000002284883159088162","0.000000984004145900081","0.00000351828235938477","0.00008499235787214875","0.0000435915109007206"
"5761 貨物利用運送","0.00010479275072208464","0.00011369424849494371","0.00005034080912456432","0.00004694845218473283","0.000028400171103475747","0.00013934786829131686","0.00011385243824981432","0.00012889543047260168","0.00013203305714751465","0.0003765850608645983","0.00021811549476048986"
"5771 倉庫","0.0007614831951953089","0.0007420951054300009","0.00041110272451842393","0.0007254529143633137","0.0011601764312302331","0.0007154346557388691","0.0005572850604107663","0.002450598255692492","0.001380609755599626","0.0016271372845056697","0.0011267457926294967"
"5781 こん包","0.00011441506121312763","0.00018877866089309002","0.00003119220356869226","0.00003364068619654692","0.00004038605389245666","0.00007515730711777687","0.00008209983675901268","0.00010164165392453487","0.00042599037549942204","0.00029348675613370174","0.00020090000675984304"
"5789 その他の運輸附帯サービス","0.0014853559037549754","0.003510429525913903","0.0006435206633938816","0.0005960338143029791","0.000948887878592237","0.0017947211457870452","0.0007880198387797869","0.0003051390063180279","0.00047513399136895923","0.004333908054989374","0.003180442952926854"
"5791 郵便・信書便","0.001090189497016455","0.001365448655853988","0.003160990961934427","0.0012198150318250423","0.002213648433443557","0.0005111777321848394","0.0002628577418383797","0.00009671435436530383","0.0003079552319124642","0.000535834075155102","0.0008993118227126937"
"5911 電気通信","0.006723650627276734","0.024337521631695974","0.007146360601443765","0.0027247367251039775","0.0036533202865292524","0.003279888303399907","0.0014765447023430414","0.00046545893966734613","0.0013389132661370696","0.004377360735873084","0.010260272908128677"
"5919 その他の通信サービス","0.00002250982856651392","0.00007354154071540765","0.000020398332098235","0.00003277385910814854","0.00009167003426617962","0.000015774864568366567","0.000009138294654565693","0.000015244151412058237","0.000012737546372338708","0.000048379467446806454","0.000050540882203734057"
"5921 放送","0.0008652399839495867","0.0014157203614053127","0.00014192228555282257","0.00008667574509775339","0.00005268109442793402","0.00006221830707611557","0.00004445211233863186","0.000017617009948304364","0.000047025854066490915","0.0010616663626462676","0.0009290045910073869"
"5931 情報サービス","0.0004403514825156345","0.0009059846058433584","0.001307836822832118","0.000653740625823945","0.0009383487559048305","0.0026157968028279444","0.00652683787290873","0.00010392881040555996","0.00041048332509646126","0.0007186332530472656","0.0012422001204136517"
"5941 インターネット附随サービス","0.00015540483023774703","0.0002310696742380736","0.00008002981591166302","0.00004091739277897582","0.00006120070697246502","0.000046202734432448115","0.0000439116934925866","0.000013203875633393876","0.0000437868377420543","0.00010604618916944243","0.00013109041321593526"
"5951 映像・音声・文字情報制作","0.0008056110149608839","0.000826748415547237","0.0018302147234520404","0.0006961971264010476","0.0009290740817543544","0.00030926416839409144","0.00028498163326768657","-0.00004820322276483395","0.00025157734264561653","0.0007278635235136723","0.0007154693636966111"
"6111 公務（中央）","0.000032827045913986056","0.00011179139755775313","0.00009706327658413491","0.0406089615464045","0.09001448163189477","0.0001492901584595403","0.00008966995912343313","0.000018740876098692623","0.000042533160756654774","0.00011596694606163571","0.005747130067592114"
"6112 公務（地方）","0.00012506284815105284","0.0032377631042459195","0.00036978684747607606","0.1278627632613342","0.4683804279504499","0.0005687582265791827","0.0003416201540324137","0.00007139805841469009","0.00016204072212381215","0.0004418051080151739","0.021905523928896557"
"6311 学校教育","0.0","0.010175339988970262","0.0747622682644071","0.12387969610701145","0.09521022724526983","0.0","0.0","0.0","0.0","0.0030873389951665037","0.019596595313470345"
"6312 社会教育・その他の教育","0.0002720037783749609","0.001467438270531999","0.046110496120571165","0.007674461247781518","0.00893421810048863","0.00034367577702959246","0.00024466731257437573","0.000060595972730616526","0.00038974998676920194","0.00032458874217619285","0.0019508780530641345"
"6321 学術研究機関","0.00010220829719194615","0.00024515239798082115","0.004616242483931241","0.008469809916565688","0.008089920195121742","0.00043605880179285375","0.00009955223409024586","0.00005485658026555953","0.0003455176018259905","0.00025070875427101006","0.001258625907129865"
"6322 企業内研究開発","0.000958579882344545","0.001213608270622247","0.0007948166092038824","0.0026032386147147","0.0008077969193146156","0.001949837112352185","0.001753088028438598","0.003360293823062382","0.017139154480304265","0.012786835400532047","0.006399581268790949"
"6411 医療","0.013869581345110267","0.017476613480539673","0.0","0.21136872753100647","0.0","0.0","0.0","0.0","0.0","0.0","0.027873928296386897"
"6421 保健衛生","0.013787219973417059","0.00047843097502160096","0.0006923521276874163","0.005494798624175117","0.00038793241287478873","0.000040542154281110984","0.000027158679277409725","0.00006354674265305366","0.00004266736528492993","0.00006979545270252197","0.0009661205513757545"
"6431 社会保険・社会福祉","0.00035276954610465326","0.0037780287303005662","0.2724728106125566","0.0402898571057851","0.010856616082720982","0.0","0.0","0.0","0.0","0.0","0.007793246095558909"
"6441 介護","0.0","0.0014508327324714893","0.0","0.09890715448061704","0.0","0.0","0.0","0.0","0.0","0.0","0.010829805474462008"
"6599 その他の非営利団体サービス","0.001165824873552142","0.005451133424288735","0.24320729416464582","0.0006921363697458934","0.00036023042350186683","0.0009508075436834473","0.0004871860985995284","0.000356249678913858","0.000899463585473538","0.004371658103689432","0.005719648462893835"
"6611 物品賃貸業（貸自動車業を除く。）","0.001292543569518682","0.0012448599868235299","0.0017785755580764626","0.002423307654470886","0.0025491082130539486","0.006741872392727975","0.0030168512816797026","0.0003054182188972108","0.0010509286694663261","0.0015504901262884565","0.0018169447152242418"
"6612 貸自動車業","0.0005776524927913852","0.0007529062308234967","0.0005631032821399696","0.0006125514641536932","0.0008416087072431515","0.0017255964713919552","0.000740122809104666","0.00016243688206748653","0.00035968555833587205","0.0008559618085686909","0.000803442086782485"
"6621 広告","0.00022881585980909504","0.00024037511691359223","0.00018439181259785462","0.00009967429764810825","0.00011797369393835669","0.00009587122601892659","0.00007951381498519903","0.00003959066925237304","0.00012499998248175146","0.00022334474361653534","0.00019758326136522277"
"6631 自動車整備","0.0011682223863201668","0.005363817528318291","0.0012992595574894347","0.001867424304476869","0.004084700120108608","0.0030755008580619467","0.001415472351872264","0.0003245923066876881","0.0006521950667452561","0.0010639183323879699","0.002636338767952279"
"6632 機械修理","0.0012465383504108904","0.0013220870884127678","0.0022248488287692665","0.0013463951087012234","0.0020550891343750683","0.0022627040387627026","0.0009378156168404145","0.0008236394295872046","0.0025256134645420592","0.002338224886786618","0.0017761961289474815"
"6699 その他の対事業所サービス","0.007980531892304073","0.011731733227919414","0.01904460037062878","0.014764855686651236","0.01865543205517731","0.03554864420655454","0.020168467716325144","0.0016369280612857397","0.006426934701541942","0.006832464241992993","0.011324632299287946"
"6711 宿泊業","0.004718708380689276","0.0005035233221204178","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.007563788442759309","0.0034579439842767315"
"6721 飲食サービス","0.14984040742644592","0.019639961352591495","0.0009148730883431275","0.0019465333875445972","0.00006035191070284268","0.00008587129094772895","0.00005157952406263832","0.00002001338409311614","0.00002729614625182967","0.0011521935647134064","0.009011755177439563"
"6731 洗濯・理容・美容・浴場業","0.0018450602415969804","0.008097371689842162","0.002729964356019952","0.0042440194359853614","0.00019297514775904742","0.00007801133582438644","0.00003332855342111666","0.0000149802969014766","0.0000370688912877406","0.0004899595088227643","0.0032650989306181087"
"6741 娯楽サービス","0.054811773402784515","0.015389615299116676","0.00024834090569312813","0.00013170402976196626","0.0001218908097748005","0.0001790530493693542","0.00011526925924427624","0.00001760283623238013","0.00006598220437282257","0.0017035969676735322","0.006384892824900484"
"6799 その他の対個人サービス","0.0039053397073608898","0.012945352937359569","0.0009826876915831906","0.00035658779140261966","0.00033173547674932176","0.0003498119444416988","0.00020915183046160292","0.0000512229581217807","0.0004416949664768694","0.0002536959324827546","0.0043250359945845454"
"6811 事務用品","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"6911 分類不明","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
" 合計","0.4071863990685831","0.5305440886001158","0.7572874686519367","0.761889133018347","0.804023682555572","0.5552804714728612","0.3319628194403616","0.2093290066625042","0.40573399139033256","0.45615999046768035","0.5106230616781975"
